馃嚚馃嚦鐢佃棰戦亾,#genre#
瓒呯骇鐢靛奖@浠 ,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
涓浗鍔熷か@浠 ,http://[2409:8087:1a0b:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
鏂扮櫧濞樺瓙浼犲,http://43.138.170.29:35455/yy/1354930969
鏂扮櫧濞樺瓙浼犲,https://live.metshop.top/yy/1354490667
鏂扮櫧濞樺瓙浼犲,https://lunbo.freetv.top/yy/1354930969
鏂扮櫧濞樺瓙淇,https://live.metshop.top/yy/1354930969
鍠滃墽鐢靛奖棰戦亾,http://159.75.85.63:35455/douyu/9292492
鍠滃墽鐢靛奖棰戦亾,http://43.138.170.29:35455/douyu/9292492
缃戠褰卞巺@浠 ,https://www.goodiptv.club/douyu/508118
1905鐢靛奖(浜氭床),http://xxw.me0.cn/1905dy.php?id=1905a
1905鐢靛奖(鍥介檯),http://xxw.me0.cn/1905dy.php?id=1905b
閲嶆俯缁忓吀棰戦亾,http://mtw.so/5NPX0U
閲嶆俯缁忓吀@浠 ,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
鍖椾含娣樼簿褰 ,http://218.241.192.50:8808/udp/239.3.1.178:8001
鍖椾含钀屽疇TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
鍖椾含娣楤aby,http://218.241.192.50:8808/udp/239.3.1.238:8001
鍖椾含娣樺墽鍦 ,http://218.241.192.50:8808/udp/239.3.1.95:8001
鍖椾含娣樼數褰 ,http://218.241.192.50:8808/udp/239.3.1.250:8001
鍖椾含娣樺ū涔 ,http://218.241.192.50:8808/udp/239.3.1.100:8001
鐢靛奖鏄熺埛@浠 ,http://cfss.cc/cdn/hy/11342412.flv
鍛ㄦ槦椹板吀@浠 ,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.m3u8
缁濈増鐢靛奖@浠 ,https://lunbo.freetv.top/yy/1455988450
缁濈増鐢靛奖@閮 ,https://lunbo.freetv.top/yy/1355263385
鐗硅緫鐢靛奖@浠 ,https://www.goodiptv.club/douyu/3637778
瓒呯骇鐢靛奖ipv6,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
鍐涙梾鍓у満ipv6,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
娴峰鍓у満ipv6,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
CCtv6褰遍櫌浠 ,https://epg.pw/stream/753fe6b20478c17a39f0c17d3c8d98a74cd5890a6e40f4ce011380f2dd185285.m3u8
CCtv6褰遍櫌浠 ,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCtv6褰遍櫌浠 ,http://hikvision.city:880/CCTV-6.m3u8
鎯婃倸鎮枒ipv6,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
鏄庢槦澶х墖ipv6,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
CHC楂樻竻鐢靛奖,http://115.45.102.23:8888/udp/239.77.0.27:5146
CHC鍔ㄤ綔鐢靛奖,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
CHC瀹跺涵褰遍櫌,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8
CHC楂樻竻鐢靛奖,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8
鎯婂珚鎮枒鐢靛奖,http://[2409:8087:1a0b:df::4002]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
姊ㄥ洯鍗棰戦亾,http://222.223.118.222:2180/live/lypd/index.m3u8
姊ㄥ洯棰戦亾ipv6,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
榛戣帗鐢靛奖@浠 ,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8
榛戣帗鍔ㄧ敾@浠 ,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8
璞嗙摚楂樺垎@浠 ,http://43.138.170.29:35455/douyu/8770422
涓嬮キ绁炲墽@浠 ,http://43.138.170.29:35455/douyu/276200
瓒呯骇鐢靛奖ipv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
瓒呯骇鐢靛奖ipv6,http://[2409:8087:7000:20:1000::22]:6060/000000001000/1000000004000002120/index.m3u8?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=3
瓒呯骇鐢佃ipv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
澶у悏澶у埄褰遍櫌,https://pull.kktv8.com/livekktv/128600025.flv
鍚冪背婊磋櫕鉁斿師,http://159.75.85.63:35455/douyu/315457
鍐板啺缁忓吀鉁斿師,http://159.75.85.63:35455/douyu/74374
鏄熺埛褰遍櫌鉁斿師,http://159.75.85.63:35455/douyu/508118
鍑屽効褰遍櫌鉁斿師,http://159.75.85.63:35455/douyu/1377142
楹撳北杩疯釜鉁斿師,http://159.75.85.63:35455/douyu/4505431
鐟剁懚鎭愭€栤湐鍘 ,http://159.75.85.63:35455/douyu/2935323
鎬″褰遍櫌鉁斿師,http://159.75.85.63:35455/douyu/434971
灏忛粵鍏奖鉁斿師,http://159.75.85.63:35455/douyu/11553944
钀屽皬楝肩墖鉁斿師,http://159.75.85.63:35455/douyu/3928
绁炰箰鍓у満鉁斿師,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
绁炰箰鍓ч櫌鉁斿師,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
绁炰箰褰卞墽鉁斿師,http://159.75.85.63:35455/douyu/122402
鍙箰褰遍櫌鉁斿師,http://159.75.85.63:35455/douyu/20415
灏忓畤60甯р湐鍘 ,http://159.75.85.63:35455/douyu/323876
鎭愭€栨儕鎮氣湐鍘 ,http://159.75.85.63:35455/douyu/96577
闆诲奖鍔囧牬鉁斿師,http://159.75.85.63:35455/douyu/7575350
璞嗙摚楂樺垎鉁斿師,http://159.75.85.63:35455/douyu/8770422
鑺卞嵎闄湅鉁斿師,http://159.75.85.63:35455/douyu/52787
婕▉鍓ф儏鉁斿師,http://159.75.85.63:35455/douyu/6140589
闇嶆牸娌冭尐鉁斿師,http://159.75.85.63:35455/douyu/8814650
楸煎疂鎭愭€栤湐鍘 ,http://159.75.85.63:35455/douyu/1165374
楝肩墖鎭愭€栤湐鍘 ,http://159.75.85.63:35455/douyu/2935323
灏弖*楝肩墖鉁斿師,http://159.75.85.63:35455/douyu/96577
灏弖*楝肩墖鉁斿師,http://mmitv.top/test/douyu.php?id=96577&u=4150734&cate
鍚冨ザ婊磋櫕鉁斿師,http://159.75.85.63:35455/douyu/263824
鍙樼浜虹墖鉁斿師,http://159.75.85.63:35455/douyu/9651304
鍠滃墽鐢靛奖鉁斿師,http://159.75.85.63:35455/douyu/9292492
濂崇鐢靛奖鉁斿師,http://159.75.85.63:35455/douyu/747764
鍗庤缁忓吀鉁斿師,http://159.75.85.63:35455/douyu/434971
閬块褰遍櫌鉁斿師,http://159.75.85.63:35455/douyu/9826611
娆х編澶х墖鉁斿師,http://159.75.85.63:35455/douyu/2793084
璐濈埛max鉁斿師,http://159.75.85.63:35455/douyu/4332
璐濈埛褰卞巺鉁斿師,http://159.75.85.63:35455/douyu/252802
灏忕尓浼樼増鍓ч櫌,https://www.goodiptv.club/douyu/10297898
缁嶅叴褰遍櫌棰戦亾,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
鍗椾含褰遍櫌棰戦亾,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
骞虫硥褰遍櫌棰戦亾,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
鏂版槍浼戦棽褰遍櫌,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
璧垫湰灞辩粡灏忓搧,https://www.goodiptv.club/douyu/9817716
寮€蹇冮夯鑺卞皬鍝 ,https://www.goodiptv.club/douyu/10153463
瀹嬪皬瀹濆皬鍝佸彴,https://www.goodiptv.club/douyu/9817729

NewTV棰戦亾,#genre#
NewTV绮惧搧钀屽疇,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV鍔ㄤ綔鐢靛奖,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV鍙よ鍓у満,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV鏄庢槦澶х墖,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV鎯婃倸鎮枒,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV閲戠墝缁艰壓,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV鍐涗簨璇勮,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV鐖辨儏鍠滃墽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV绮惧搧澶у墽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV娴峰鍓у満,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV绮惧搧绾綍,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV鎬′即鍋ュ悍,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV绮惧搧浣撹偛,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV鍐涙梾鍓у満,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV瀹跺涵鍓у満,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV姝︽悘涓栫晫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV涓浗鍔熷か,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV鍐滀笟鑷村瘜,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV娼杈ｅ﹩,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV瓒呯骇缁艰壓,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV瓒呯骇浣撹偛,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV瓒呯骇鐢佃鍓 ,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV瓒呯骇鐢靛奖,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV鐐垶鏈潵,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV涓滃寳鐑墽,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV娆箰鍓у満,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV绮惧僵缁艰壓,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
NewTV绮惧搧钀屽疇,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV鍔ㄤ綔鐢靛奖,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV鍙よ鍓у満,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV鏄庢槦澶х墖,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV鎯婃倸鎮枒,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV閲戠墝缁艰壓,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV鍐涗簨璇勮,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV鐖辨儏鍠滃墽,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV绮惧搧澶у墽,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV娴峰鍓у満,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV绮惧搧绾綍,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV鎬′即鍋ュ悍,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV绮惧搧浣撹偛,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV鍐涙梾鍓у満,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV瀹跺涵鍓у満,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV姝︽悘涓栫晫,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV涓浗鍔熷か,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV鍐滀笟鑷村瘜,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV娼杈ｅ﹩,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV瓒呯骇缁艰壓,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV瓒呯骇浣撹偛,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV瓒呯骇鐢佃鍓 ,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV瓒呯骇鐢靛奖,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV鐐垶鏈潵,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV涓滃寳鐑墽,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV娆箰鍓у満,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8

鍖椾含鍦版柟鍙 ,#genre#
鍖椾含鍗,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
绾疄绉戞暀,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
鍖椾含鍗￠叿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
BRTV鏂伴椈,http://live.funhillrm.com/5/sd/live.m3u8
鎴垮北鏃犵嚎,http://live.funhillrm.com/2/sd/live.m3u8
鎴垮北鏈夌嚎,http://live.funhillrm.com/5/sd/live.m3u8
鐭虫櫙灞辨湁绾 ,http://live.sjsrm.com/bjsjs/sd/live.m3u8
鍖椾含IPTV娣樼簿褰 ,http://218.241.192.50:8808/udp/239.3.1.178:8001
鍖椾含IPTV钀屽疇TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
鍖椾含IPTV娣楤aby,http://218.241.192.50:8808/udp/239.3.1.238:8001
鍖椾含IPTV娣樺墽鍦 ,http://218.241.192.50:8808/udp/239.3.1.95:8001
鍖椾含IPTV娣樼數褰 ,http://218.241.192.50:8808/udp/239.3.1.250:8001
鍖椾含IPTV娣樺ū涔 ,http://218.241.192.50:8808/udp/239.3.1.100:8001

涓婃捣鍦版柟鍙 ,#genre#
涓婃捣鏂伴椈,http://php.jdshipin.com:8880/bst.php?id=xwzhhd/4000000
涓婃捣鏂伴椈,http://php.jdshipin.com:8880/bst.php?id=xwzhhd8m/8000000
涓婃捣閮藉競,http://php.jdshipin.com:8880/bst.php?id=dshd8m/8000000
ICS澶栬,http://php.jdshipin.com:8880/bst.php?id=icshd8m/8000000
绾疄浜烘枃,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000365/index.m3u8?IAS
绾疄浜烘枃,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225738/index.m3u8
绾疄浜烘枃,http://ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225738/index.m3u8
鐐规帉璐㈢粡,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
鍢夊畾鐢佃鍙 ,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
宕囨槑鐢佃鍙 ,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
宕囨槑鐢佃鍙 ,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd

娴欐睙鍦版柟鍙 ,#genre#
缁嶅叴缁煎悎,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
缁嶅叴鏂囧寲褰遍櫌,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
缁嶅叴鍏叡棰戦亾,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
骞虫箹缁煎悎,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
钀у北缁煎悎,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
钀у北鐢熸椿,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
浣欐澀鏂伴椈,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
浣欐澀缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
浣欏缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
浣欏鐢熸椿,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宓婂窞缁煎悎,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
宓婂窞缁煎悎,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
璇告毃缁煎悎,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
涓婅櫈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
涓婅櫈鏂囧寲褰遍櫌,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
涓婅櫈鏂板晢閮 ,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
娴峰畞缁煎悎,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
鍏版邯缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
浣欐澀鏈潵棰戦亾,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
鍏版邯缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
涓村钩鏂伴椈,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
浣欐澀缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
鑻嶅崡缁煎悎,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
姹熷北鐢佃鍙 ,http://play-sh.quklive.com/live/1623117710666335.m3u8
涓滈槼缁煎悎,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
鍏版邯缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
榫欐硥缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
闈掔敯缁煎悎,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
搴嗗厓缁煎悎,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
鏉鹃槼缁煎悎,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
閬傛槍缁煎悎,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
浜戝拰缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
榫欐父鐢熸椿濞变箰,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
榫欐父缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
璞″北缁煎悎,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
骞虫箹缁煎悎,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
鏅檧缁煎悎,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
寮€鍖栫患鍚 ,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
榫欐父鐢熸椿,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
榫欐父缁煎悎,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
琛㈡睙缁煎悎,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
姘稿槈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
鏂囨垚缁煎悎,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8

姹熻嫃鍦版柟鍙 ,#genre#
鑻忓窞绀句細缁忔祹,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
鑻忓窞鏂囧寲鐢熸椿,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
鑻忓窞鐢熸椿璧勮,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
鑻忓窞4K瓒呮竻,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
鍗椾含濞变箰,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
鍗椾含鍗佸叓,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
鍗椾含鍗佸叓,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
鍗椾含淇℃伅,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
鍗椾含淇℃伅,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd
鑻忓窞缁煎悎,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
娣畨鍏叡,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
娣畨濞变箰,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
鏃犻敗缁煎悎,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
鏃犻敗缁煎悎,http://m.m3u8.wifiwx.com/live/wifiwx-239.m3u8?zjiangsd
鏃犻敗濞变箰,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
鏃犻敗鐢熸椿,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
鏃犻敗缁忔祹,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
鏃犻敗璧勮,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
婊ㄦ捣缁煎悎,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
涓滃彴缁煎悎,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
鐩愰兘缁煎悎,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
濡備笢缁煎悎,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
姹熷畞鏂伴椈,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
娣槾缁煎悎,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
娣槾褰遍櫌,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
閲戞箹缁煎悎,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
閲戝潧鏂伴椈,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
姝﹁繘鏂伴椈,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
姝﹁繘鐢熸椿,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
鐫㈠畞缁煎悎,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
鐫㈠畞鏁欒偛,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
鐫㈠畞涓夊啘,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
鐫㈠畞璧勮,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
娌槼缁煎悎,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
鎵腑鏂伴椈,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
鎵腑鍏氬缓,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
涓滄捣鏂伴椈,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
楂橀偖缁煎悎,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
璐炬豹鏂伴椈,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
璐炬豹鏃呮父,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
娌涘幙缁煎悎,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
娉楅槼缁煎悎,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
